"s1 | Dick Johnson Is Dead | United States | Movie | As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable."
"s54 | InuYasha the Movie 4: Fire on the Mystic Island | Japan | Movie | Ai, a young half-demon who has escaped from Horai Island to try to help her people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
"s55 | InuYasha the Movie: Affections Touching Across Time | Japan | Movie | A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy."
"s56 | Nailed It | United States | TV Show | Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess."
"s57 | Naruto Shippuden the Movie: Blood Prison | Japan | Movie | Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed."
"s58 | Naruto ShippÃ»den the Movie: Bonds | Japan | Movie | When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet."
"s59 | Naruto ShippÃ»den the Movie: The Will of Fire | Japan | Movie | When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land."
"s60 | Naruto Shippuden: The Movie | Japan | Movie | The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon â€“ but to do so, he must die."
"s61 | Naruto Shippuden: The Movie: The Lost Tower | Japan | Movie | When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil."
"s62 | Naruto the Movie 2: Legend of the Stone of Gelel | Japan | Movie | While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin."
"s63 | Naruto the Movie 3: Guardians of the Crescent Moon Kingdom | Japan | Movie | Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom."
"s64 | Naruto the Movie: Ninja Clash in the Land of Snow | Japan | Movie | Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess."
s65 | Nightbooks | nan | Movie | Scary story fan Alex must tell a spine-tingling tale every night â€” or stay trapped with his new friend in a wicked witch's magical apartment forever.
"s66 | Numberblocks | United Kingdom | TV Show | In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together."
"s67 | Raja Rasoi Aur Anya Kahaniyan | India | TV Show | Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat."
"s68 | Saved by the Bell | United States | TV Show | From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series."
"s69 | Schumacher | nan | Movie | Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher."
s70 | Stories by Rabindranath Tagore | India | TV Show | The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.
"s71 | Too Hot To Handle: Latino | nan | TV Show | On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000."
s72 | A StoryBots Space Adventure | nan | Movie | Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.
"s73 | Jack Whitehall: Travels with My Father | United Kingdom | TV Show | Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond."
"s74 | King of Boys | Nigeria | Movie | When a powerful businesswomanâ€™s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
"s75 | The World's Most Amazing Vacation Rentals | nan | TV Show | With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series."
"s76 | You vs. Wild: Out Cold | nan | Movie | After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure."
"s77 | Yowamushi Pedal | Japan | TV Show | A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent."
s78 | Little Singham - Black Shadow | nan | Movie | Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaalâ€™s new evil plans! Can his inner strength help him defeat the enemy?
s79 | Tughlaq Durbar | nan | Movie | A budding politician has devious plans to rise in the ranks â€” until an unexpected new presence begins to interfere with his every crooked move.
s80 | Tughlaq Durbar (Telugu) | nan | Movie | A budding politician has devious plans to rise in the ranks â€” until an unexpected new presence begins to interfere with his every crooked move.
"s81 | Firedrake the Silver Dragon | nan | Movie | When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free."
"s82 | Kate | United States | Movie | Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge."
"s83 | Lucifer | United States | TV Show | Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective."
"s84 | Metal Shop Masters | nan | TV Show | On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize."
"s85 | Omo Ghetto: the Saga | Nigeria | Movie | Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
"s86 | PokÃ©mon Master Journeys: The Series | nan | TV Show | As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every PokÃ©mon. Together, they're on a journey to adventure!"
s87 | Prey | nan | Movie | A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.
s88 | Titipo Titipo | nan | TV Show | Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.
"s89 | Blood Brothers: Malcolm X & Muhammad Ali | nan | Movie | From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
"s90 | Mighty Raju | nan | TV Show | Born with superhuman abilities, young Raju wants to use his powers to make the world a better place â€” but that will mean facing plenty of challenges!"
"s91 | Paradise Hills | Spain, United States | Movie | Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. Thatâ€™s bad enough, but its real purpose is even worse."
s92 | The Women and the Murderer | France | Movie | This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.
s93 | Into the Night | Belgium | TV Show | Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
"s94 | JJ+E | nan | Movie | Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
"s95 | Show Dogs | United Kingdom, United States | Movie | A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale."
"s96 | The Circle | United States, United Kingdom | TV Show | Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
"s97 | If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd | United States | Movie | Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant."
s98 | Kid Cosmic | United States | TV Show | A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined â€” and he can't do it alone.
"s99 | Octonauts: Above & Beyond | United Kingdom | TV Show | The Octonauts expand their exploration beyond the sea â€”Â and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."
"s100 | On the Verge | France, United States | TV Show | Four women â€” a chef, a single mom, an heiress and a job seeker â€” dig into love and work, with a generous side of midlife crises, in pre-pandemic LA."
"s101 | Tobot Galaxy Detectives | nan | TV Show | An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil."
"s102 | Untold: Breaking Point | United States | Movie | Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court."
"s103 | Countdown: Inspiration4 Mission to Space | nan | TV Show | From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission."
s104 | Shadow Parties | nan | Movie | A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.
"s105 | Tayo the Little Bus | South Korea | TV Show | As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day."
"s106 | Angamaly Diaries | India | Movie | After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law."
"s107 | Bunk'd | United States | TV Show | The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met."
"s108 | A Champion Heart | United States | Movie | When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected."
"s109 | Dive Club | Australia | TV Show | On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing."
s110 | La casa de papel | Spain | TV Show | Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.
"s111 | Money Heist: From Tokyo to Berlin | nan | TV Show | The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series."
"s112 | Sharkdog | United States, Singapore | TV Show | Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure."
"s113 | Worth | nan | Movie | In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events."
s114 | Afterlife of the Party | nan | Movie | Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.
"s115 | Anjaam | India | Movie | A wealthy industrialistâ€™s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge."
"s116 | Bright Star | United Kingdom, Australia, France | Movie | This drama details the passionate three-year romance between Romantic poet John Keats â€“ who died tragically at age 25 â€“ and his great love and muse."
s117 | Dhanak | India | Movie | A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.
"s118 | Final Account | United Kingdom, United States | Movie | This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich."
"s119 | Gurgaon | India | Movie | When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems â€“ and plans â€“ of his own."
"s120 | Here and There | nan | Movie | After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic."
"s121 | Heroes of Goo Jit Zu | Australia | TV Show | After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers."
"s122 | Hotel Del Luna | nan | TV Show | When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world."
"s123 | In the Cut | United Kingdom, Australia, France, United States | Movie | After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime."
"s124 | Luv Kushh | nan | TV Show | Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Ramaâ€™s twin sons through their childhood."
"s125 | Pororo - The Little Penguin | South Korea | TV Show | On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur."
"s126 | Q-Force | United States | TV Show | A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywoodâ€¦ tomorrow, the world!"
s127 | Shikara | India | Movie | A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.
"s128 | A Cinderella Story | United States, Canada | Movie | Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?"
"s129 | Agatha Christie's Crooked House | nan | Movie | When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family."
"s130 | An Unfinished Life | Germany, United States | Movie | A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive."
"s131 | Barbie Big City Big Dreams | nan | Movie | At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends."
"s132 | Blade Runner: The Final Cut | United States | Movie | In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants."""
s133 | Brave Animated Series | nan | TV Show | A group of superheroes sets out to rid the world of evil â€” only to realize they may not be standing on the side of justice. Based on a popular comic.
"s134 | Chappie | South Africa, United States | Movie | In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence."
"s135 | Clear and Present Danger | United States, Mexico | Movie | When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel."
"s136 | Cliffhanger | United States, Italy, France, Japan | Movie | Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers."
"s137 | Cold Mountain | United States, Italy, Romania, United Kingdom | Movie | This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm."
"s138 | Crocodile Dundee in Los Angeles | Australia, United States | Movie | When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel."
"s139 | Dear John | United States | Movie | While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together."
"s140 | Do the Right Thing | United States | Movie | On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy."
"s141 | El patrÃ³n, radiografÃ­a de un crimen | Argentina, Venezuela | Movie | A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case."
"s142 | Extraction | United States, United Kingdom, Canada | Movie | When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot."
"s143 | Freedom Writers | Germany, United States | Movie | While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives."
s144 | Green Lantern | United States | Movie | Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.
"s145 | House Party | United States | Movie | Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another."
"s146 | House Party 2 | United States | Movie | Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash."
"s147 | House Party 3 | United States | Movie | After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications."
"s148 | How to Be a Cowboy | nan | TV Show | Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive â€” and now he's teaching the world how to cowboy right, ol' son."
"s149 | HQ Barbers | nan | TV Show | When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business."
"s150 | I Got the Hook Up | United States | Movie | After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van."
"s151 | In Too Deep | United States | Movie | Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder."
"s152 | Initial D | China, Hong Kong | Movie | By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel."
s153 | Janoskians: Untold and Untrue | United States | Movie | Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.
"s154 | Kid-E-Cats | Russia | TV Show | Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning."
"s155 | Kuroko's Basketball | Japan | TV Show | Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory."
"s156 | Labyrinth | United Kingdom, United States | Movie | In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin."
"s157 | Letters to Juliet | United States | Movie | By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance."
"s158 | Level 16 | Canada | Movie | In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape."
s159 | Love Don't Cost a Thing | United States | Movie | A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.
"s160 | Love in a Puff | Hong Kong | Movie | When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections."
"s161 | Major Dad | United States | TV Show | When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command."
"s162 | Mars Attacks! | United States | Movie | As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace."
"s163 | Marshall | United States, China, Hong Kong | Movie | This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer."
"s164 | My Boss's Daughter | United States | Movie | A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush."
s165 | Mystery Men | United States | Movie | A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.
s166 | Oldsters | nan | TV Show | Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.
"s167 | Once Upon a Time in America | Italy, United States | Movie | Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City."
"s168 | Open Season 2 | United States, Canada | Movie | Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity."
s169 | Osmosis Jones | United States | Movie | Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.
"s170 | Poseidon | United States | Movie | A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."
"s171 | Rhyme & Reason | United States | Movie | The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
s172 | Same Kind of Different as Me | United States | Movie | A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
"s173 | School of Rock | United States, Germany | Movie | Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
"s174 | Snervous Tyler Oakley | United States | Movie | The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
"s175 | Tears of the Sun | United States | Movie | A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
"s176 | The Blue Lagoon | United States | Movie | Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
s177 | The Golden Child | United States | Movie | A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
"s178 | The Guns of Navarone | United Kingdom, United States | Movie | During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel."
s179 | The Interview | United States | Movie | Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
"s180 | The Nutty Professor | United States | Movie | After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
"s181 | The Nutty Professor II: The Klumps | nan | Movie | After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation."
"s182 | Turning Point: 9/11 and the War on Terror | nan | TV Show | This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad."
"s183 | Welcome Home Roscoe Jenkins | United States | Movie | R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become."
s184 | In the Line of Fire | United States | Movie | A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.
"s185 | Sparking Joy | United States | TV Show | In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life â€” and shares her own world."
"s186 | Untold: Crime & Penalties | nan | Movie | They were the bad boys of hockey â€” a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good."
